GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJWME001,NAME_M,AJWMM001
"G24000100001001","2014-2018",,,"Maryland","24","Allegany County","001",,,"000100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1, Allegany County, Maryland",587,"Block Group 1, Census Tract 1, Allegany County, Maryland",175
"G24000100001002","2014-2018",,,"Maryland","24","Allegany County","001",,,"000100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1, Allegany County, Maryland",1998,"Block Group 2, Census Tract 1, Allegany County, Maryland",247
"G24000100001003","2014-2018",,,"Maryland","24","Allegany County","001",,,"000100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1, Allegany County, Maryland",1080,"Block Group 3, Census Tract 1, Allegany County, Maryland",228
"G24000100002001","2014-2018",,,"Maryland","24","Allegany County","001",,,"000200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2, Allegany County, Maryland",696,"Block Group 1, Census Tract 2, Allegany County, Maryland",191
"G24000100002002","2014-2018",,,"Maryland","24","Allegany County","001",,,"000200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2, Allegany County, Maryland",1106,"Block Group 2, Census Tract 2, Allegany County, Maryland",179
"G24000100002003","2014-2018",,,"Maryland","24","Allegany County","001",,,"000200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 2, Allegany County, Maryland",2114,"Block Group 3, Census Tract 2, Allegany County, Maryland",233
"G24000100003001","2014-2018",,,"Maryland","24","Allegany County","001",,,"000300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3, Allegany County, Maryland",1380,"Block Group 1, Census Tract 3, Allegany County, Maryland",262
"G24000100003002","2014-2018",,,"Maryland","24","Allegany County","001",,,"000300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3, Allegany County, Maryland",586,"Block Group 2, Census Tract 3, Allegany County, Maryland",202
"G24000100003003","2014-2018",,,"Maryland","24","Allegany County","001",,,"000300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3, Allegany County, Maryland",770,"Block Group 3, Census Tract 3, Allegany County, Maryland",173
"G24000100004001","2014-2018",,,"Maryland","24","Allegany County","001",,,"000400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 4, Allegany County, Maryland",722,"Block Group 1, Census Tract 4, Allegany County, Maryland",199
"G24000100004002","2014-2018",,,"Maryland","24","Allegany County","001",,,"000400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 4, Allegany County, Maryland",1255,"Block Group 2, Census Tract 4, Allegany County, Maryland",282
"G24000100004003","2014-2018",,,"Maryland","24","Allegany County","001",,,"000400","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 4, Allegany County, Maryland",877,"Block Group 3, Census Tract 4, Allegany County, Maryland",324
"G24000100005001","2014-2018",,,"Maryland","24","Allegany County","001",,,"000500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 5, Allegany County, Maryland",1363,"Block Group 1, Census Tract 5, Allegany County, Maryland",200
"G24000100005002","2014-2018",,,"Maryland","24","Allegany County","001",,,"000500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 5, Allegany County, Maryland",954,"Block Group 2, Census Tract 5, Allegany County, Maryland",267
"G24000100006001","2014-2018",,,"Maryland","24","Allegany County","001",,,"000600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 6, Allegany County, Maryland",1924,"Block Group 1, Census Tract 6, Allegany County, Maryland",362
"G24000100006002","2014-2018",,,"Maryland","24","Allegany County","001",,,"000600","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 6, Allegany County, Maryland",1002,"Block Group 2, Census Tract 6, Allegany County, Maryland",337
"G24000100007001","2014-2018",,,"Maryland","24","Allegany County","001",,,"000700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7, Allegany County, Maryland",1499,"Block Group 1, Census Tract 7, Allegany County, Maryland",250
"G24000100007002","2014-2018",,,"Maryland","24","Allegany County","001",,,"000700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7, Allegany County, Maryland",1860,"Block Group 2, Census Tract 7, Allegany County, Maryland",375
"G24000100008001","2014-2018",,,"Maryland","24","Allegany County","001",,,"000800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 8, Allegany County, Maryland",969,"Block Group 1, Census Tract 8, Allegany County, Maryland",210
"G24000100008002","2014-2018",,,"Maryland","24","Allegany County","001",,,"000800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 8, Allegany County, Maryland",1112,"Block Group 2, Census Tract 8, Allegany County, Maryland",210
"G24000100010001","2014-2018",,,"Maryland","24","Allegany County","001",,,"001000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 10, Allegany County, Maryland",1559,"Block Group 1, Census Tract 10, Allegany County, Maryland",265
"G24000100010002","2014-2018",,,"Maryland","24","Allegany County","001",,,"001000","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 10, Allegany County, Maryland",849,"Block Group 2, Census Tract 10, Allegany County, Maryland",167
"G24000100011001","2014-2018",,,"Maryland","24","Allegany County","001",,,"001100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 11, Allegany County, Maryland",1288,"Block Group 1, Census Tract 11, Allegany County, Maryland",208
"G24000100012001","2014-2018",,,"Maryland","24","Allegany County","001",,,"001200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 12, Allegany County, Maryland",1682,"Block Group 1, Census Tract 12, Allegany County, Maryland",257
"G24000100012002","2014-2018",,,"Maryland","24","Allegany County","001",,,"001200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 12, Allegany County, Maryland",766,"Block Group 2, Census Tract 12, Allegany County, Maryland",265
"G24000100012003","2014-2018",,,"Maryland","24","Allegany County","001",,,"001200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 12, Allegany County, Maryland",698,"Block Group 3, Census Tract 12, Allegany County, Maryland",172
"G24000100013001","2014-2018",,,"Maryland","24","Allegany County","001",,,"001300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 13, Allegany County, Maryland",1272,"Block Group 1, Census Tract 13, Allegany County, Maryland",151
"G24000100013002","2014-2018",,,"Maryland","24","Allegany County","001",,,"001300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 13, Allegany County, Maryland",4036,"Block Group 2, Census Tract 13, Allegany County, Maryland",261
"G24000100014011","2014-2018",,,"Maryland","24","Allegany County","001",,,"001401","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 14.01, Allegany County, Maryland",834,"Block Group 1, Census Tract 14.01, Allegany County, Maryland",184
"G24000100014012","2014-2018",,,"Maryland","24","Allegany County","001",,,"001401","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 14.01, Allegany County, Maryland",1852,"Block Group 2, Census Tract 14.01, Allegany County, Maryland",320
"G24000100014013","2014-2018",,,"Maryland","24","Allegany County","001",,,"001401","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 14.01, Allegany County, Maryland",1136,"Block Group 3, Census Tract 14.01, Allegany County, Maryland",289
"G24000100014021","2014-2018",,,"Maryland","24","Allegany County","001",,,"001402","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 14.02, Allegany County, Maryland",1498,"Block Group 1, Census Tract 14.02, Allegany County, Maryland",96
"G24000100015021","2014-2018",,,"Maryland","24","Allegany County","001",,,"001502","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 15.02, Allegany County, Maryland",2037,"Block Group 1, Census Tract 15.02, Allegany County, Maryland",264
"G24000100015031","2014-2018",,,"Maryland","24","Allegany County","001",,,"001503","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 15.03, Allegany County, Maryland",474,"Block Group 1, Census Tract 15.03, Allegany County, Maryland",108
"G24000100015032","2014-2018",,,"Maryland","24","Allegany County","001",,,"001503","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 15.03, Allegany County, Maryland",565,"Block Group 2, Census Tract 15.03, Allegany County, Maryland",163
"G24000100015033","2014-2018",,,"Maryland","24","Allegany County","001",,,"001503","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 15.03, Allegany County, Maryland",717,"Block Group 3, Census Tract 15.03, Allegany County, Maryland",143
"G24000100016001","2014-2018",,,"Maryland","24","Allegany County","001",,,"001600","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 16, Allegany County, Maryland",1664,"Block Group 1, Census Tract 16, Allegany County, Maryland",180
"G24000100017001","2014-2018",,,"Maryland","24","Allegany County","001",,,"001700","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 17, Allegany County, Maryland",402,"Block Group 1, Census Tract 17, Allegany County, Maryland",185
"G24000100017002","2014-2018",,,"Maryland","24","Allegany County","001",,,"001700","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 17, Allegany County, Maryland",1005,"Block Group 2, Census Tract 17, Allegany County, Maryland",338
"G24000100017003","2014-2018",,,"Maryland","24","Allegany County","001",,,"001700","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 17, Allegany County, Maryland",1791,"Block Group 3, Census Tract 17, Allegany County, Maryland",354
"G24000100017004","2014-2018",,,"Maryland","24","Allegany County","001",,,"001700","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 17, Allegany County, Maryland",1892,"Block Group 4, Census Tract 17, Allegany County, Maryland",423
"G24000100018001","2014-2018",,,"Maryland","24","Allegany County","001",,,"001800","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 18, Allegany County, Maryland",1872,"Block Group 1, Census Tract 18, Allegany County, Maryland",260
"G24000100018002","2014-2018",,,"Maryland","24","Allegany County","001",,,"001800","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 18, Allegany County, Maryland",770,"Block Group 2, Census Tract 18, Allegany County, Maryland",189
"G24000100018003","2014-2018",,,"Maryland","24","Allegany County","001",,,"001800","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 18, Allegany County, Maryland",1974,"Block Group 3, Census Tract 18, Allegany County, Maryland",233
"G24000100019001","2014-2018",,,"Maryland","24","Allegany County","001",,,"001900","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 19, Allegany County, Maryland",1390,"Block Group 1, Census Tract 19, Allegany County, Maryland",186
"G24000100019002","2014-2018",,,"Maryland","24","Allegany County","001",,,"001900","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 19, Allegany County, Maryland",1414,"Block Group 2, Census Tract 19, Allegany County, Maryland",172
"G24000100020001","2014-2018",,,"Maryland","24","Allegany County","001",,,"002000","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 20, Allegany County, Maryland",1489,"Block Group 1, Census Tract 20, Allegany County, Maryland",343
"G24000100020002","2014-2018",,,"Maryland","24","Allegany County","001",,,"002000","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 20, Allegany County, Maryland",2967,"Block Group 2, Census Tract 20, Allegany County, Maryland",577
"G24000100020003","2014-2018",,,"Maryland","24","Allegany County","001",,,"002000","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 20, Allegany County, Maryland",1094,"Block Group 3, Census Tract 20, Allegany County, Maryland",310
"G24000100021001","2014-2018",,,"Maryland","24","Allegany County","001",,,"002100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 21, Allegany County, Maryland",2167,"Block Group 1, Census Tract 21, Allegany County, Maryland",251
"G24000100021002","2014-2018",,,"Maryland","24","Allegany County","001",,,"002100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 21, Allegany County, Maryland",1012,"Block Group 2, Census Tract 21, Allegany County, Maryland",162
"G24000100022001","2014-2018",,,"Maryland","24","Allegany County","001",,,"002200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 22, Allegany County, Maryland",1144,"Block Group 1, Census Tract 22, Allegany County, Maryland",277
"G24000100022002","2014-2018",,,"Maryland","24","Allegany County","001",,,"002200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 22, Allegany County, Maryland",1451,"Block Group 2, Census Tract 22, Allegany County, Maryland",250
"G24000100022003","2014-2018",,,"Maryland","24","Allegany County","001",,,"002200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 22, Allegany County, Maryland",1362,"Block Group 3, Census Tract 22, Allegany County, Maryland",202
"G24000307011011","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701101","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7011.01, Anne Arundel County, Maryland",819,"Block Group 1, Census Tract 7011.01, Anne Arundel County, Maryland",165
"G24000307011012","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701101","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7011.01, Anne Arundel County, Maryland",842,"Block Group 2, Census Tract 7011.01, Anne Arundel County, Maryland",233
"G24000307011013","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701101","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7011.01, Anne Arundel County, Maryland",777,"Block Group 3, Census Tract 7011.01, Anne Arundel County, Maryland",166
"G24000307011014","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701101","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7011.01, Anne Arundel County, Maryland",1713,"Block Group 4, Census Tract 7011.01, Anne Arundel County, Maryland",227
"G24000307011021","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701102","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7011.02, Anne Arundel County, Maryland",2661,"Block Group 1, Census Tract 7011.02, Anne Arundel County, Maryland",416
"G24000307011022","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701102","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7011.02, Anne Arundel County, Maryland",821,"Block Group 2, Census Tract 7011.02, Anne Arundel County, Maryland",219
"G24000307011023","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701102","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7011.02, Anne Arundel County, Maryland",2398,"Block Group 3, Census Tract 7011.02, Anne Arundel County, Maryland",433
"G24000307011024","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701102","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7011.02, Anne Arundel County, Maryland",2190,"Block Group 4, Census Tract 7011.02, Anne Arundel County, Maryland",395
"G24000307012001","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701200","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7012, Anne Arundel County, Maryland",2512,"Block Group 1, Census Tract 7012, Anne Arundel County, Maryland",471
"G24000307012002","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701200","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7012, Anne Arundel County, Maryland",1307,"Block Group 2, Census Tract 7012, Anne Arundel County, Maryland",316
"G24000307012003","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701200","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7012, Anne Arundel County, Maryland",2055,"Block Group 3, Census Tract 7012, Anne Arundel County, Maryland",443
"G24000307012004","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701200","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7012, Anne Arundel County, Maryland",2297,"Block Group 4, Census Tract 7012, Anne Arundel County, Maryland",624
"G24000307013001","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7013, Anne Arundel County, Maryland",1697,"Block Group 1, Census Tract 7013, Anne Arundel County, Maryland",389
"G24000307013002","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7013, Anne Arundel County, Maryland",2327,"Block Group 2, Census Tract 7013, Anne Arundel County, Maryland",398
"G24000307013003","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7013, Anne Arundel County, Maryland",1293,"Block Group 3, Census Tract 7013, Anne Arundel County, Maryland",390
"G24000307013004","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701300","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7013, Anne Arundel County, Maryland",2730,"Block Group 4, Census Tract 7013, Anne Arundel County, Maryland",527
"G24000307014001","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701400","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7014, Anne Arundel County, Maryland",821,"Block Group 1, Census Tract 7014, Anne Arundel County, Maryland",195
"G24000307014002","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"701400","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7014, Anne Arundel County, Maryland",2806,"Block Group 2, Census Tract 7014, Anne Arundel County, Maryland",293
"G24000307021001","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702100","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7021, Anne Arundel County, Maryland",2632,"Block Group 1, Census Tract 7021, Anne Arundel County, Maryland",434
"G24000307021002","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702100","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7021, Anne Arundel County, Maryland",867,"Block Group 2, Census Tract 7021, Anne Arundel County, Maryland",202
"G24000307021003","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702100","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7021, Anne Arundel County, Maryland",1551,"Block Group 3, Census Tract 7021, Anne Arundel County, Maryland",363
"G24000307021004","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702100","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7021, Anne Arundel County, Maryland",1175,"Block Group 4, Census Tract 7021, Anne Arundel County, Maryland",304
"G24000307021005","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702100","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 7021, Anne Arundel County, Maryland",573,"Block Group 5, Census Tract 7021, Anne Arundel County, Maryland",181
"G24000307022041","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702204","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7022.04, Anne Arundel County, Maryland",2268,"Block Group 1, Census Tract 7022.04, Anne Arundel County, Maryland",192
"G24000307022042","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702204","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7022.04, Anne Arundel County, Maryland",2021,"Block Group 2, Census Tract 7022.04, Anne Arundel County, Maryland",217
"G24000307022051","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702205","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7022.05, Anne Arundel County, Maryland",1864,"Block Group 1, Census Tract 7022.05, Anne Arundel County, Maryland",363
"G24000307022052","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702205","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7022.05, Anne Arundel County, Maryland",2105,"Block Group 2, Census Tract 7022.05, Anne Arundel County, Maryland",445
"G24000307022053","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702205","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7022.05, Anne Arundel County, Maryland",1617,"Block Group 3, Census Tract 7022.05, Anne Arundel County, Maryland",408
"G24000307022061","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702206","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7022.06, Anne Arundel County, Maryland",3188,"Block Group 1, Census Tract 7022.06, Anne Arundel County, Maryland",610
"G24000307022062","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702206","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7022.06, Anne Arundel County, Maryland",1963,"Block Group 2, Census Tract 7022.06, Anne Arundel County, Maryland",466
"G24000307022063","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702206","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7022.06, Anne Arundel County, Maryland",1920,"Block Group 3, Census Tract 7022.06, Anne Arundel County, Maryland",455
"G24000307022081","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702208","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7022.08, Anne Arundel County, Maryland",4752,"Block Group 1, Census Tract 7022.08, Anne Arundel County, Maryland",559
"G24000307022082","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702208","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7022.08, Anne Arundel County, Maryland",2295,"Block Group 2, Census Tract 7022.08, Anne Arundel County, Maryland",589
"G24000307022091","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702209","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7022.09, Anne Arundel County, Maryland",1309,"Block Group 1, Census Tract 7022.09, Anne Arundel County, Maryland",245
"G24000307022092","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702209","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7022.09, Anne Arundel County, Maryland",1346,"Block Group 2, Census Tract 7022.09, Anne Arundel County, Maryland",246
"G24000307022093","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702209","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7022.09, Anne Arundel County, Maryland",1731,"Block Group 3, Census Tract 7022.09, Anne Arundel County, Maryland",322
"G24000307023001","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702300","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7023, Anne Arundel County, Maryland",673,"Block Group 1, Census Tract 7023, Anne Arundel County, Maryland",231
"G24000307023002","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702300","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7023, Anne Arundel County, Maryland",1863,"Block Group 2, Census Tract 7023, Anne Arundel County, Maryland",251
"G24000307023003","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702300","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7023, Anne Arundel County, Maryland",1646,"Block Group 3, Census Tract 7023, Anne Arundel County, Maryland",243
"G24000307023004","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702300","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7023, Anne Arundel County, Maryland",1495,"Block Group 4, Census Tract 7023, Anne Arundel County, Maryland",256
"G24000307024021","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702402","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7024.02, Anne Arundel County, Maryland",2054,"Block Group 1, Census Tract 7024.02, Anne Arundel County, Maryland",557
"G24000307024022","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702402","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7024.02, Anne Arundel County, Maryland",3166,"Block Group 2, Census Tract 7024.02, Anne Arundel County, Maryland",304
"G24000307024023","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702402","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7024.02, Anne Arundel County, Maryland",1202,"Block Group 3, Census Tract 7024.02, Anne Arundel County, Maryland",203
"G24000307025001","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702500","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7025, Anne Arundel County, Maryland",1116,"Block Group 1, Census Tract 7025, Anne Arundel County, Maryland",354
"G24000307025002","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702500","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7025, Anne Arundel County, Maryland",1243,"Block Group 2, Census Tract 7025, Anne Arundel County, Maryland",480
"G24000307025003","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702500","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7025, Anne Arundel County, Maryland",3212,"Block Group 3, Census Tract 7025, Anne Arundel County, Maryland",764
"G24000307025004","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702500","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7025, Anne Arundel County, Maryland",796,"Block Group 4, Census Tract 7025, Anne Arundel County, Maryland",231
"G24000307026011","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702601","1",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 7026.01, Anne Arundel County, Maryland",414,"Block Group 1, Census Tract 7026.01, Anne Arundel County, Maryland",203
"G24000307026012","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702601","2",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 7026.01, Anne Arundel County, Maryland",1730,"Block Group 2, Census Tract 7026.01, Anne Arundel County, Maryland",493
"G24000307026013","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702601","3",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 7026.01, Anne Arundel County, Maryland",805,"Block Group 3, Census Tract 7026.01, Anne Arundel County, Maryland",240
"G24000307026014","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702601","4",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 7026.01, Anne Arundel County, Maryland",935,"Block Group 4, Census Tract 7026.01, Anne Arundel County, Maryland",264
"G24000307026015","2014-2018",,,"Maryland","24","Anne Arundel County","003",,,"702601","5",,,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 7026.01, Anne Arundel County, Maryland",1685,"Block Group 5, Census Tract 7026.01, Anne Arundel County, Maryland",425
